Date,City,Temperature,Humidity,AirQualityIndex,NoiseLevel_dB,HumanActivityLevel,NearbyGreenSpaces,RoadDensity,WildlifeSpecies,SpeciesCategory,NumberOfSightings,TimeOfDay,WeatherCondition,DayOfWeek,Season,ProximityToWaterSource,UrbanDevelopmentIndex,PublicAwarenessLevel,ConservationEffortsLevel,GarbageManagementScore,LightPollutionLevel,TypeOfSighting,PhotographicEvidence,CitizenReportReliability,SightingDuration_Min,InteractionType,AnimalBehavior,IsEndangeredSpecies,DistanceFromCityCenter_km,ResidentialAreaType,NoiseToleranceLevel,VegetationDensity,ObservationMethod
24-06-16,Peshawar,37,23.6,132,53,0,4,4,Porcupine,Mammal,6,Morning,Rainy,Wed,Spring,7,0.25,0.88,0.07,0.33,0.26,Seen,Yes,0.69,3.3,Heard,Curious,Yes,42.7,Urban,0.96,0.31,App
25-02-20,Islamabad,42.1,83.4,136,44,4,3,0,Bat,Mammal,4,Evening,Cloudy,Sun,Autumn,8,0.43,0.23,0.8,0.15,0.63,Chased,No,0.65,18.9,Seen,Aggressive,No,21.5,Semi-urban,0.12,0.12,In-person
12-03-17,Lahore,15.4,32.2,176,84,5,2,5,Cobra,Reptile,1,Morning,Rainy,Wed,Spring,4,0.76,0.47,0.53,0.61,0.09,Heard,Yes,0.95,16.1,Heard,Aggressive,No,31.1,Rural,0.86,0.4,Hotline
04-04-18,Islamabad,33.8,89.2,155,94,3,1,3,Cobra,Reptile,3,Afternoon,Foggy,Sun,Spring,6,0.36,0.23,0.65,0.25,0.23,Photographed,No,0.99,42.1,Photographed,Fleeing,No,40.7,Semi-urban,0.97,0.97,Hotline
28-09-15,Lahore,25,56.3,251,62,4,0,3,Cobra,Reptile,9,Afternoon,Sunny,Sat,Autumn,7,0.47,0.52,0.05,0.56,0.12,Seen,No,0.34,48.4,Photographed,Calm,No,25.3,Semi-urban,0.75,0.94,App
23-08-20,Lahore,20.1,38.2,244,58,8,2,5,Porcupine,Mammal,3,Morning,Rainy,Wed,Winter,9,0.42,0.56,0.55,0.66,0.27,Heard,No,0.67,12.9,Photographed,Fleeing,Yes,6.4,Urban,0.83,0.53,In-person
23-10-14,Islamabad,26.9,85,80,88,3,0,8,Fox,Mammal,6,Morning,Foggy,Tue,Spring,6,0.48,0.65,0.4,0.06,0.68,Chased,Yes,0.8,56.7,Heard,Curious,Yes,20.5,Semi-urban,0.26,0.93,App
13-12-25,Karachi,36.5,24.5,281,50,3,3,9,Cobra,Reptile,1,Afternoon,Foggy,Fri,Autumn,3,0.2,0.49,0.3,0.09,0.48,Heard,No,0.74,4.1,Photographed,Aggressive,No,44.1,Urban,0.65,0.57,App
02-10-14,Lahore,26.9,47.5,108,48,7,0,2,Bat,Mammal,1,Evening,Rainy,Wed,Spring,3,0.44,0.48,0.38,0.88,0.88,Chased,No,0.69,20.1,Chased,Feeding,No,9.3,Rural,0.7,1,In-person
15-12-14,Peshawar,39.6,42.9,163,68,5,0,0,Wild Cat,Mammal,1,Night,Foggy,Sat,Spring,5,0.67,0.31,0.03,0.72,0.94,Chased,No,0.45,37.1,Heard,Calm,Yes,27.3,Rural,0.57,0.88,Hotline
09-10-20,Lahore,37.1,73.9,219,79,6,4,8,Porcupine,Mammal,2,Afternoon,Foggy,Fri,Spring,4,0.57,0.49,0.85,0.19,0.35,Seen,No,0.24,27.7,Seen,Aggressive,No,44.1,Rural,0.67,0.77,In-person
21-03-16,Karachi,17.8,51.6,225,61,4,0,6,Bat,Mammal,2,Morning,Rainy,Sun,Summer,1,0.52,0.1,0.64,0.6,0.13,Fed,Yes,0.32,40.6,Fed,Curious,Yes,48.7,Semi-urban,0.17,0.65,In-person
09-08-11,Islamabad,29.2,43.8,122,86,7,2,0,Bat,Mammal,5,Morning,Foggy,Sat,Winter,1,0.65,0.03,0.1,0.54,0.7,Heard,No,0.92,26.8,Fed,Curious,Yes,6.1,Semi-urban,0.93,0.49,App
20-11-19,Peshawar,29.9,79.8,157,42,6,4,9,Monkey,Mammal,4,Afternoon,Foggy,Fri,Summer,0,0.23,0.56,0.92,0.05,0.19,Chased,Yes,0.41,41,Photographed,Calm,Yes,42.1,Rural,0.2,0.32,In-person
27-12-10,Peshawar,39.7,30.4,277,70,2,3,9,Owl,Bird,1,Evening,Cloudy,Fri,Spring,0,0.28,0.1,0.85,0.95,0.89,Heard,No,0.78,26.5,Chased,Feeding,Yes,15.5,Rural,0.28,0.78,Website
27-08-11,Karachi,25.3,75,182,57,2,1,0,Bat,Mammal,8,Morning,Cloudy,Mon,Spring,5,0.59,0.56,0.58,0.07,0.29,Photographed,No,0.34,29.3,Seen,Calm,Yes,44,Urban,0.97,0.65,Hotline
02-09-23,Peshawar,22.4,46.6,118,74,0,3,2,Porcupine,Mammal,4,Morning,Cloudy,Tue,Summer,9,0.57,0.8,0.94,0.2,0.19,Fed,No,0.55,23.7,Seen,Aggressive,Yes,12.5,Urban,0.09,0.43,In-person
19-05-14,Lahore,23.4,32,146,54,2,4,8,Monkey,Mammal,3,Afternoon,Sunny,Sun,Spring,5,0.78,0.08,0.99,0.84,0.47,Heard,No,0.7,6.2,Fed,Aggressive,Yes,24.5,Urban,0.82,0.17,Website
01-04-18,Karachi,21.5,74.4,132,74,2,0,6,Owl,Bird,4,Morning,Cloudy,Sat,Autumn,2,0.48,0.32,0.8,0.9,0.36,Chased,Yes,0.75,13.5,Fed,Fleeing,Yes,4.6,Semi-urban,0.38,0.47,In-person
08-01-20,Peshawar,18.4,27.2,60,72,5,4,9,Hedgehog,Mammal,4,Afternoon,Cloudy,Thu,Winter,1,0.5,0.98,0.46,0.55,0.31,Fed,No,0.33,49.3,Heard,Aggressive,No,46.4,Semi-urban,0.32,0.86,Website
21-02-13,Karachi,27.7,56.7,137,60,5,4,1,Wild Cat,Mammal,5,Evening,Rainy,Sun,Autumn,2,0.26,0.69,0.27,0.37,0.29,Photographed,No,0.97,29.7,Photographed,Aggressive,Yes,6.8,Semi-urban,0.12,0.38,Hotline
14-08-14,Karachi,27,40.2,233,40,0,3,1,Bat,Mammal,9,Morning,Rainy,Sat,Summer,9,0.4,0.18,0.25,0.47,0.78,Fed,Yes,0.88,11.9,Fed,Feeding,No,0.3,Urban,0.87,0.31,App
07-05-13,Lahore,39.6,58.6,243,61,8,2,2,Owl,Bird,3,Morning,Cloudy,Mon,Winter,8,0.45,0.76,0.5,0.79,0.05,Fed,No,0.87,16.5,Heard,Aggressive,Yes,8.5,Semi-urban,0.03,0.85,App
11-09-14,Quetta,16.8,86.8,194,54,9,4,9,Owl,Bird,2,Morning,Foggy,Fri,Autumn,2,0.37,0.84,0.77,0.59,0.37,Heard,Yes,0.47,19.1,Seen,Curious,Yes,21.4,Semi-urban,0.99,0.43,Website
17-09-24,Quetta,35,42.4,271,69,8,2,2,Cobra,Reptile,2,Morning,Rainy,Wed,Spring,4,0.31,0.79,0.14,0.14,0.74,Heard,No,0.99,24,Seen,Feeding,Yes,43.2,Rural,0.4,0.69,App
01-09-19,Lahore,29.6,72,279,48,5,2,5,Wild Cat,Mammal,3,Evening,Sunny,Sun,Autumn,4,0.56,0.06,0.16,0.95,0.74,Seen,No,0.65,13.3,Fed,Aggressive,No,11,Urban,0.45,0.78,Website
30-09-22,Karachi,15.1,23.1,203,51,9,4,9,Cobra,Reptile,4,Morning,Foggy,Tue,Spring,7,0.38,0.7,0.46,0.73,0.19,Heard,Yes,0.54,23.2,Heard,Fleeing,Yes,12.3,Rural,0.6,0.58,Website
11-11-26,Peshawar,29.9,61.4,180,52,7,0,7,Wild Cat,Mammal,4,Morning,Sunny,Tue,Autumn,9,0.28,0.92,0.3,0.15,0.76,Chased,Yes,0.14,26.2,Heard,Fleeing,No,42.8,Rural,0.95,0.32,Website
23-12-18,Karachi,23.9,59.7,170,89,7,1,6,Cobra,Reptile,9,Afternoon,Rainy,Sun,Spring,4,0.09,0.87,0.3,0.17,0.25,Fed,No,0.58,34,Seen,Fleeing,Yes,17,Semi-urban,0.79,0.44,In-person
16-11-15,Quetta,28.1,29.1,207,41,5,3,2,Owl,Bird,6,Morning,Foggy,Wed,Summer,4,0.67,0.15,0.52,0.49,0.29,Chased,No,0.34,46,Fed,Curious,No,15,Urban,0.59,0.93,Hotline
29-10-25,Lahore,30.4,62.3,61,59,5,4,9,Fox,Mammal,7,Morning,Sunny,Tue,Winter,7,0.46,0.78,0.97,0.63,0.87,Photographed,No,0.41,9.1,Seen,Calm,No,41.7,Rural,0.77,0.31,App
06-03-12,Karachi,31.2,89.6,162,95,2,3,8,Fox,Mammal,9,Morning,Rainy,Thu,Winter,5,0.27,0.41,0.56,0.52,0.05,Heard,Yes,0.54,37,Photographed,Aggressive,No,39.4,Rural,0.13,0.84,In-person
12-06-20,Quetta,17.8,55,255,68,2,4,4,Monkey,Mammal,6,Morning,Sunny,Sun,Summer,4,0.46,0.18,0.94,0.73,0.57,Seen,Yes,0.29,24.6,Heard,Aggressive,No,17.2,Semi-urban,0.76,0.27,Hotline
06-12-21,Karachi,35,83.2,115,90,5,4,8,Bat,Mammal,7,Night,Foggy,Thu,Winter,7,0.66,0.34,0.19,0.11,0.2,Heard,No,0.31,48,Seen,Fleeing,Yes,39.2,Semi-urban,0.49,0.6,Website
24-10-23,Peshawar,42.5,83.6,171,86,7,4,1,Hedgehog,Mammal,4,Morning,Sunny,Sun,Spring,0,0.8,0.76,0.56,0.34,0.24,Fed,Yes,0.23,44,Photographed,Fleeing,No,38.9,Rural,0.36,0.11,App
11-08-26,Islamabad,43.2,50.6,206,52,8,2,8,Owl,Bird,8,Morning,Rainy,Thu,Spring,8,0.47,0.28,0.77,0.09,0.23,Seen,Yes,0.14,11.4,Heard,Feeding,Yes,20.4,Urban,0.03,0.3,Hotline
28-07-24,Karachi,16.2,81.3,239,49,3,0,9,Owl,Bird,8,Evening,Cloudy,Wed,Winter,1,0.28,0.74,0.33,0.44,0.98,Photographed,Yes,0.86,25.7,Seen,Curious,No,45.3,Semi-urban,0.1,0.91,In-person
24-11-26,Quetta,41.7,65.3,116,98,2,3,5,Hedgehog,Mammal,7,Evening,Cloudy,Sun,Summer,5,0.55,0.13,0.36,0.58,0.21,Fed,No,0.47,19.2,Heard,Curious,Yes,7.8,Urban,0.63,0.64,App
12-11-10,Quetta,31.8,85.2,270,75,2,4,2,Hedgehog,Mammal,6,Night,Cloudy,Tue,Summer,0,0.11,0.84,0.01,0,0.31,Photographed,Yes,0.81,55.4,Seen,Curious,Yes,20,Rural,0.63,0.53,Website
24-05-14,Karachi,23.4,80.7,100,67,2,1,3,Owl,Bird,7,Afternoon,Sunny,Tue,Winter,2,0.04,0.69,0.14,0.55,0.13,Chased,No,0.97,26.5,Chased,Calm,No,39.7,Urban,0.8,0.21,In-person
24-06-22,Karachi,32,89.9,152,58,2,0,0,Bat,Mammal,9,Night,Rainy,Sun,Autumn,4,0.71,0.53,0.27,0.47,0.59,Photographed,Yes,0.31,51.4,Seen,Feeding,No,20.6,Urban,0.72,0.95,Website
15-07-12,Quetta,27.5,52.3,63,40,0,0,0,Owl,Bird,4,Morning,Foggy,Fri,Autumn,0,0.77,0.17,0.79,0.51,0.76,Fed,Yes,0.51,54.2,Heard,Curious,No,13.9,Semi-urban,0.77,0.25,App
22-12-15,Islamabad,41.5,22,229,82,5,0,1,Cobra,Reptile,6,Night,Cloudy,Sun,Summer,0,0.55,0.92,0.51,0.48,0.59,Chased,No,0.72,18.8,Heard,Calm,Yes,16.8,Rural,0.16,0.95,In-person
14-01-24,Lahore,16.4,52.3,68,66,5,2,8,Bat,Mammal,3,Afternoon,Sunny,Sat,Winter,8,0.62,0.41,0.15,0.73,0.28,Chased,Yes,0.61,36.4,Photographed,Feeding,No,27.8,Urban,0.25,0.74,In-person
23-05-24,Lahore,32,48.3,200,71,9,1,7,Porcupine,Mammal,6,Morning,Sunny,Mon,Autumn,8,0.36,0.84,0.25,0.67,0.6,Seen,No,0.2,9,Chased,Feeding,No,50,Urban,0.34,0.47,In-person
12-05-14,Lahore,40.7,64.2,101,66,4,2,9,Owl,Bird,1,Evening,Cloudy,Sun,Summer,0,0.37,0.95,0.38,0.02,0.19,Fed,No,0.95,51.1,Seen,Curious,No,9.9,Urban,0.98,0.24,Website
11-06-26,Peshawar,44.8,79.1,156,45,4,2,9,Owl,Bird,9,Afternoon,Foggy,Wed,Autumn,6,0.61,0.05,0.17,0.58,0.65,Photographed,No,0.58,42.6,Photographed,Calm,No,39.7,Semi-urban,0.17,0.69,In-person
16-05-26,Peshawar,31.9,28.2,197,71,3,2,8,Bat,Mammal,3,Night,Sunny,Wed,Autumn,3,0.91,0.79,0.52,0.09,0.95,Seen,Yes,0.74,3.1,Seen,Aggressive,Yes,47.4,Semi-urban,0.07,0.64,App
24-08-21,Karachi,26.8,88.7,232,42,8,4,6,Fox,Mammal,1,Evening,Cloudy,Sun,Summer,8,0.82,0.6,0.25,0.31,0.67,Fed,No,0.72,22.9,Chased,Feeding,Yes,44.4,Semi-urban,0.4,0.73,Hotline
29-06-15,Islamabad,21.3,44.7,109,74,0,2,8,Cobra,Reptile,4,Afternoon,Rainy,Thu,Autumn,8,0.33,0.12,0.32,0.86,0.31,Seen,No,0.65,56.2,Seen,Aggressive,Yes,13.1,Semi-urban,0.13,0.19,Website
14-05-15,Quetta,28.2,27.3,232,63,5,4,7,Fox,Mammal,3,Night,Sunny,Fri,Autumn,7,0.56,0.07,0.36,0.3,0.65,Fed,Yes,0.12,47.5,Seen,Curious,Yes,41.3,Semi-urban,0.03,0.17,Hotline
01-04-24,Lahore,42.6,63.1,105,79,0,1,4,Hedgehog,Mammal,5,Evening,Cloudy,Tue,Winter,6,0.89,0.53,0.07,0.4,0.24,Seen,Yes,0.62,10,Heard,Aggressive,Yes,47.1,Urban,0.21,0.67,App
08-01-21,Islamabad,39.9,61.7,297,72,8,3,7,Fox,Mammal,8,Morning,Cloudy,Thu,Autumn,5,0.8,0.84,0.36,0.97,0.64,Photographed,No,0.24,5,Fed,Calm,Yes,27.3,Semi-urban,0.74,0.12,App
08-08-19,Islamabad,15.7,60.5,108,84,1,0,1,Bat,Mammal,4,Evening,Sunny,Tue,Summer,8,0.81,0.81,0.46,0.04,0.77,Chased,No,0.47,49.2,Seen,Feeding,Yes,7.3,Rural,0.46,0.57,Website
02-09-20,Quetta,26.1,89.3,207,74,3,4,9,Fox,Mammal,2,Afternoon,Foggy,Sat,Winter,8,1,0.26,0.1,0.21,0.57,Photographed,No,0.4,10.7,Heard,Fleeing,Yes,23.5,Rural,0.67,0.7,App
07-07-14,Quetta,15.4,72.9,156,47,4,0,4,Porcupine,Mammal,2,Night,Rainy,Fri,Spring,4,0.31,0.77,0.38,0.35,0.97,Chased,Yes,0.46,8.7,Chased,Feeding,No,13.5,Urban,0.72,0.34,In-person
26-05-22,Lahore,35.4,84,55,57,0,1,3,Bat,Mammal,7,Night,Foggy,Mon,Autumn,1,0.41,0.41,0.71,0.57,0.77,Chased,No,0.39,37.8,Heard,Feeding,No,44.3,Rural,0.07,0.74,Website
01-04-19,Lahore,36.5,75.6,278,79,8,1,3,Bat,Mammal,1,Morning,Rainy,Sun,Summer,9,0.45,0.85,0.79,0.44,0.99,Fed,No,0.86,29.5,Fed,Feeding,Yes,15.6,Rural,0.08,0.52,Website
01-05-24,Karachi,25.8,69.8,94,49,0,3,5,Monkey,Mammal,3,Evening,Rainy,Sun,Spring,3,0.94,0.4,0.84,0.24,0.1,Chased,No,0.67,59.1,Seen,Curious,Yes,32.4,Rural,0.61,0.5,In-person
15-09-24,Islamabad,23.5,50.2,270,84,5,1,5,Cobra,Reptile,2,Morning,Rainy,Thu,Spring,6,0.01,0.32,0.52,0.93,0.57,Photographed,No,0.37,21.8,Fed,Calm,No,17,Semi-urban,0.18,0.23,Website
15-01-16,Karachi,29.4,38.9,217,60,9,1,9,Owl,Bird,4,Afternoon,Sunny,Fri,Spring,7,0.69,0.24,0.47,0.76,0.69,Fed,No,0.16,22.2,Seen,Fleeing,No,36.2,Rural,0.18,0.28,App
17-08-23,Islamabad,33.9,39.9,260,92,1,3,3,Monkey,Mammal,3,Morning,Sunny,Tue,Summer,5,0.4,0.97,0.18,0.34,0.82,Fed,No,0.89,44.4,Heard,Feeding,Yes,23.4,Rural,0.65,0.51,App
29-04-25,Islamabad,40.5,48.7,275,83,7,1,2,Fox,Mammal,1,Evening,Foggy,Tue,Summer,5,0.15,0.05,0.16,0.81,0.94,Chased,No,0.91,22.6,Heard,Curious,No,36.3,Urban,0.83,0.83,Hotline
21-05-11,Peshawar,16.9,35,284,42,2,4,6,Monkey,Mammal,7,Night,Cloudy,Tue,Winter,6,0.8,0.12,0.14,0.57,0.73,Fed,Yes,0.11,27.1,Heard,Curious,No,31.6,Semi-urban,0.74,0.95,Website
24-02-16,Peshawar,15.5,82.9,149,87,2,4,9,Wild Cat,Mammal,5,Afternoon,Cloudy,Sun,Winter,0,0.63,0.54,0.26,0.33,0.94,Seen,No,0.4,47.3,Photographed,Feeding,No,43.1,Rural,0.07,0.7,In-person
07-04-21,Karachi,37.5,50.4,273,61,5,4,6,Hedgehog,Mammal,3,Night,Cloudy,Mon,Autumn,6,0.08,0.89,0.64,0.41,0.49,Fed,Yes,0.73,44.1,Fed,Feeding,Yes,40.3,Rural,0.26,0.87,Website
10-06-20,Peshawar,39.9,79.9,95,86,3,3,9,Hedgehog,Mammal,2,Night,Sunny,Thu,Winter,8,0.85,0.7,0.53,0.46,0.13,Fed,No,0.15,57.2,Seen,Calm,Yes,9.4,Urban,0.28,0.65,Website
04-03-22,Peshawar,39.8,78.3,294,77,7,0,8,Monkey,Mammal,1,Evening,Foggy,Sat,Autumn,0,0.09,0.21,0.69,0.7,0.61,Heard,Yes,0.36,10.6,Seen,Feeding,Yes,11.5,Urban,0.81,0.54,App
02-08-19,Islamabad,25.5,29.5,54,71,5,3,7,Hedgehog,Mammal,9,Evening,Rainy,Mon,Winter,0,0.6,0.15,0.45,0.46,0.69,Seen,No,0.85,19.9,Photographed,Curious,Yes,2.2,Semi-urban,0.05,0.89,In-person
09-06-19,Peshawar,29.6,37.4,168,88,1,0,9,Porcupine,Mammal,7,Morning,Rainy,Sat,Autumn,1,0.52,0.23,0.2,0.02,0.59,Heard,No,0.28,52.8,Photographed,Fleeing,Yes,30.2,Urban,0.56,0.55,App
10-10-19,Lahore,21.5,87.9,240,59,7,2,7,Owl,Bird,8,Night,Rainy,Fri,Spring,0,0.86,0.3,0.65,0.4,0.39,Fed,Yes,0.94,42.1,Fed,Calm,No,27,Urban,0.17,0.22,In-person
12-02-12,Karachi,20.8,63.9,174,91,3,0,6,Owl,Bird,9,Afternoon,Foggy,Sat,Autumn,0,0.62,0.39,0.53,0.09,0.89,Seen,No,0.67,26.7,Heard,Calm,Yes,38.8,Urban,0.4,0.51,Website
06-05-21,Quetta,27.7,89.8,168,59,4,3,8,Porcupine,Mammal,6,Afternoon,Cloudy,Sat,Autumn,9,0.28,0.16,0.2,0.28,0.95,Chased,No,0.22,52.8,Chased,Fleeing,No,10.2,Rural,0.35,0.21,Website
05-05-24,Peshawar,18.1,26.7,99,47,6,2,6,Bat,Mammal,8,Evening,Cloudy,Sun,Spring,3,0.54,0.02,0.17,0.85,0.96,Photographed,Yes,0.27,46.6,Photographed,Feeding,No,5.7,Urban,0.47,0.56,In-person
05-01-21,Quetta,31.9,45.3,179,59,4,2,2,Fox,Mammal,2,Night,Foggy,Wed,Autumn,5,0.57,0.2,0.24,0.44,0.28,Photographed,No,0.14,48,Photographed,Feeding,No,41,Rural,0.9,0.98,In-person
27-10-17,Quetta,18.4,39.2,162,82,0,0,1,Cobra,Reptile,3,Night,Rainy,Wed,Winter,1,0.33,0.49,0.69,0.42,0.72,Fed,Yes,0.23,14.6,Photographed,Aggressive,No,19.4,Rural,0.98,0.41,Hotline
14-04-15,Islamabad,42.5,81.2,221,46,6,2,9,Bat,Mammal,2,Afternoon,Rainy,Mon,Autumn,7,0.43,0.92,0.63,0.97,0.59,Photographed,Yes,0.82,50.2,Heard,Feeding,No,37,Urban,0.67,0.48,Website
25-09-10,Karachi,32,33.6,189,74,6,0,4,Owl,Bird,3,Night,Foggy,Fri,Autumn,5,0.39,0.96,0.57,0.5,0.25,Heard,No,0.54,49.6,Seen,Curious,No,17,Rural,0.56,0.71,In-person
21-12-26,Peshawar,27,39.8,286,76,0,2,8,Hedgehog,Mammal,9,Evening,Foggy,Thu,Spring,8,0.11,0.9,0.51,0.46,0.06,Fed,No,0.22,51.5,Seen,Calm,Yes,33.7,Urban,0.09,0.71,In-person
22-11-18,Lahore,18.9,71.3,171,40,2,2,7,Hedgehog,Mammal,7,Night,Foggy,Mon,Autumn,0,0.86,0.77,0.38,0.25,0.76,Fed,No,0.64,16,Chased,Curious,Yes,44.6,Urban,0.72,0.92,Website
28-04-17,Karachi,28.1,29,282,80,9,1,1,Cobra,Reptile,8,Night,Rainy,Thu,Spring,2,0.21,0.71,0.68,0.68,0.91,Heard,Yes,0.51,45.8,Chased,Aggressive,No,33.4,Semi-urban,0.94,0.7,Website
17-03-25,Karachi,20.4,72.1,195,95,0,0,4,Bat,Mammal,5,Evening,Sunny,Wed,Spring,1,0.47,0.01,0.27,0.88,0.5,Seen,Yes,0.47,5.4,Seen,Curious,Yes,14.7,Rural,0.13,0.25,Hotline
16-01-22,Quetta,25.2,24.7,201,79,3,1,1,Monkey,Mammal,7,Night,Sunny,Fri,Autumn,0,0.15,0.18,0.56,0.56,0.79,Fed,No,0.32,55,Photographed,Calm,No,26,Semi-urban,0.2,0.47,In-person
09-11-14,Karachi,42.7,53.5,128,63,4,0,7,Owl,Bird,3,Night,Sunny,Sun,Summer,4,0.48,0.15,0.27,0.38,0.59,Fed,Yes,0.37,13.1,Fed,Fleeing,No,1.9,Urban,0.21,0.59,App
11-04-23,Islamabad,19.2,22.1,217,79,7,1,2,Cobra,Reptile,4,Afternoon,Cloudy,Thu,Summer,5,0.01,0.56,0.02,0.97,0.32,Seen,Yes,0.57,25.6,Photographed,Fleeing,No,44.7,Semi-urban,1,0.16,Hotline
24-01-18,Quetta,37,45.8,172,95,2,4,2,Cobra,Reptile,3,Night,Foggy,Sun,Spring,0,0.28,0.85,0.87,0.34,0.3,Photographed,Yes,0.68,13.1,Chased,Feeding,Yes,24.2,Urban,0.14,0.37,App
10-10-14,Lahore,23.9,68.6,229,78,8,4,1,Monkey,Mammal,2,Night,Sunny,Mon,Spring,7,0.69,0.76,0.33,0.92,0.26,Seen,Yes,0.41,12.6,Seen,Aggressive,Yes,26.9,Rural,1,0.75,Website
26-06-14,Quetta,29.1,88.8,203,62,2,1,1,Fox,Mammal,3,Morning,Rainy,Thu,Summer,6,0,0.46,0.02,0.57,0.63,Photographed,No,0.28,59.2,Chased,Fleeing,Yes,41.7,Semi-urban,0.46,0.38,Hotline
06-10-22,Lahore,15.4,68.5,155,72,4,4,2,Monkey,Mammal,9,Afternoon,Sunny,Tue,Spring,7,0.78,0.77,0.49,0.79,0.86,Seen,Yes,0.55,54.1,Chased,Fleeing,No,49.5,Rural,0.18,0.98,Hotline
26-04-13,Islamabad,22.4,85.4,146,71,7,4,1,Fox,Mammal,7,Evening,Foggy,Fri,Autumn,1,0.73,0.52,0.26,0.52,0.12,Heard,Yes,0.36,25.9,Fed,Fleeing,No,33.7,Rural,0.19,0.24,Website
06-06-13,Islamabad,33.2,67.6,210,82,4,4,4,Bat,Mammal,6,Afternoon,Foggy,Mon,Spring,2,0.92,0.66,0.97,0.44,0.6,Chased,Yes,0.64,1.2,Heard,Curious,No,1.5,Semi-urban,0.15,0.56,Website
07-10-12,Islamabad,27.9,57.8,277,52,3,3,4,Fox,Mammal,9,Morning,Foggy,Thu,Winter,4,0.32,0.39,0.07,0.63,0.57,Fed,No,0.52,5.8,Chased,Feeding,Yes,4.8,Urban,0.55,0.13,In-person
16-06-14,Lahore,36.7,89.6,178,81,9,3,4,Bat,Mammal,5,Evening,Foggy,Sat,Summer,3,0.75,0.56,0.48,0.46,0.39,Fed,No,0.34,3,Heard,Curious,No,33.6,Semi-urban,0.9,0.94,In-person
27-09-16,Lahore,32.4,26.6,248,52,1,3,1,Owl,Bird,8,Afternoon,Rainy,Sun,Spring,1,0.84,0.82,0.01,0.12,0.35,Seen,Yes,0.37,6.5,Chased,Curious,Yes,34.4,Rural,0.64,0.32,App
24-07-20,Quetta,25.9,54.2,135,63,9,2,0,Owl,Bird,1,Morning,Cloudy,Tue,Winter,6,0.81,0.14,0.74,0.36,0.68,Heard,Yes,0.23,31.4,Photographed,Calm,Yes,41.9,Rural,0.11,0.84,Website
31-05-18,Karachi,28.6,77.6,189,88,2,4,9,Porcupine,Mammal,1,Night,Rainy,Mon,Summer,9,0.9,0.86,0.04,0.81,0.49,Photographed,Yes,0.71,9.6,Chased,Curious,Yes,33.4,Urban,0.23,0.21,In-person
21-04-16,Karachi,19,41,246,47,7,2,8,Fox,Mammal,4,Night,Foggy,Thu,Summer,9,0.21,0.96,0.46,0.69,0.36,Seen,Yes,0.27,18.9,Seen,Aggressive,Yes,14.1,Urban,0.85,0.11,In-person
25-03-18,Karachi,41.8,47.5,115,99,3,0,8,Hedgehog,Mammal,1,Afternoon,Rainy,Sun,Autumn,7,0.12,0.82,0.65,0.59,0,Fed,No,0.96,8.7,Heard,Aggressive,No,9.3,Semi-urban,0.99,0.18,Website
29-04-17,Quetta,37.2,26.6,128,96,3,3,2,Wild Cat,Mammal,5,Night,Rainy,Sat,Spring,6,0.35,0.65,0.69,0.45,0.85,Seen,Yes,0.86,49.2,Heard,Aggressive,Yes,8.6,Urban,0.65,0.87,Website
11-11-20,Islamabad,17.8,37.1,185,56,6,2,0,Porcupine,Mammal,5,Night,Foggy,Thu,Spring,3,0.89,0.21,0.28,0.5,0.31,Seen,No,0.9,38.3,Fed,Curious,Yes,25.2,Urban,0.6,0.12,In-person
14-06-13,Islamabad,37.3,43.5,60,41,2,3,6,Cobra,Reptile,6,Night,Cloudy,Tue,Summer,3,0.7,0.1,0.68,0.82,0.81,Heard,Yes,0.49,54.3,Heard,Calm,Yes,28.8,Semi-urban,0.82,0.29,Website
06-06-16,Quetta,21.3,72.8,103,97,4,3,3,Porcupine,Mammal,8,Afternoon,Cloudy,Mon,Autumn,9,0.07,0.2,1,0.23,0.16,Fed,Yes,0.73,36.5,Photographed,Calm,Yes,37.3,Semi-urban,0.65,0.3,In-person
01-03-15,Karachi,30,32.4,209,47,2,1,3,Bat,Mammal,7,Night,Sunny,Thu,Autumn,1,0.38,0.56,0.15,0.85,0.14,Fed,Yes,0.67,33.6,Photographed,Curious,No,42.5,Semi-urban,0.31,0.36,In-person
09-05-10,Islamabad,40.4,35.5,239,91,6,1,4,Hedgehog,Mammal,8,Morning,Sunny,Tue,Winter,0,0.03,0.13,0.46,0.04,0.06,Photographed,No,0.21,16.4,Fed,Fleeing,Yes,37.5,Urban,0.05,0.99,App
07-05-26,Lahore,23.2,42.4,145,52,1,4,6,Wild Cat,Mammal,8,Afternoon,Foggy,Sun,Summer,8,0.45,0.33,0.95,0.86,0.15,Photographed,No,0.49,27.2,Heard,Feeding,No,48,Semi-urban,0.8,0.83,Website
13-10-20,Islamabad,26,68.7,223,84,7,2,7,Porcupine,Mammal,3,Morning,Sunny,Sun,Winter,5,0.73,0.85,0.53,0.85,0.38,Heard,No,0.43,47.8,Fed,Curious,No,12.1,Urban,0.72,0.17,In-person
20-11-12,Lahore,34.1,85.9,245,89,4,1,6,Monkey,Mammal,4,Night,Rainy,Mon,Spring,4,0.14,0.82,0.07,0.11,0.64,Chased,Yes,0.28,14.5,Fed,Aggressive,No,43.8,Semi-urban,0.36,0.93,Hotline
